2017-05-16 18:20:06 WARN  PhoneBook:42 - "Tim Kim" not found, remove operation failed
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:17:59 WARN  PhoneBook:50 - "Tim Kim" not found, remove operation failed
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:17:59 WARN  PhoneBook:50 - "Tim Kim" not found, remove operation failed
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:17:59 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:17:59 WARN  PhoneBook:95 - (555)555-5555 does not belong to any record in this phonebook
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:18:39 WARN  PhoneBook:50 - "Nonexistent Record" not found, remove operation failed
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 WARN  PhoneBook:50 - "Tim Kim" not found, remove operation failed
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 WARN  PhoneBook:50 - "Tim Kim" not found, remove operation failed
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:18:39 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:18:39 WARN  PhoneBook:95 - (555)555-5555 does not belong to any record in this phonebook
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:19:22 WARN  PhoneBook:50 - "Nonexistent Record" not found, remove operation failed
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 WARN  PhoneBook:50 - "Tim Kim" not found, remove operation failed
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:22 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:19:22 WARN  PhoneBook:95 - (555)555-5555 does not belong to any record in this phonebook
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:19:44 WARN  PhoneBook:50 - "Nonexistent Record" not found, remove operation failed
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176, (302)598-6245]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)731-1176]into key Kirby Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245]into key Chris Kim
2017-05-17 12:19:44 INFO  PhoneBook:36 - Putting [(302)598-6245, (302)731-1176]into key Chris Kim
2017-05-17 12:19:44 WARN  PhoneBook:95 - (555)555-5555 does not belong to any record in this phonebook
